Name,Address,Phone,Latitude,Longitude
PGD Long Thành,"260 Lê Duẩn, Khu Văn Hải, Thị Trấn Long Thành, Huyện Long Thành, Tỉnh Đồng Nai, Việt Nam",Tel: (0251) 368 8799  - Fax: (0251) 354 6946,10.780006,106.95242
PGD Định Quán,"193 Quốc lộ 20, ấp Hiệp Quyết, TX Định Quán, Huyện Định Quán, Tỉnh Đồng Nai, Việt Nam",Tel: (0251) 361 6648  - Fax: (0251) 361 6648,11.201094,107.3573
PGD Phương Lâm,"2117 QL20 Ấp Phương Lâm 1, Xã Phú Lâm, Huyện Tân Phú, Tỉnh Đồng Nai, Việt Nam",Tel: (0251) 366 5252  - Fax: (0251) 366 5252,11.283781,107.486015
PGD Gia Ray,"362 Trần Phú, KP3, TT Gia Ray, Huyện Xuân Lộc, Tỉnh Đồng Nai, Việt Nam",Tel: (0251) 374 3755  - Fax: (0251) 374 3755,10.925987,107.40475
PGD Thống Nhất,"A2/063, quốc lộ 20, ấp Bắc Sơn, xã Quang Trung, Huyện Thống Nhất, tỉnh Đồng Nai",Tel: (0251) 377 8867  - Fax: (0251) 377 8867,11.02327,107.17579
PGD Sông Ray,"Ấp 5, xã Sông Ray, Huyện Cẩm Mỹ, Tỉnh Đồng Nai, Việt Nam",Tel: (0251) 371 5524  - Fax: (0251) 371 5524,10.762622,107.34586
PGD Phước Bình (Long Khánh cũ),"Tổ 5, ấp 2, QL51, Xã Phước Bình, Huyện Long Thành, Tỉnh Đồng Nai, Việt Nam",Tel: (0251) 354 3568,10.658859,107.037094
PGD Xuân An,"KP1, Hùng Vương, P. Xuân Bình, Thị Xã Long Khánh, Tỉnh Đồng Nai, Việt Nam",Tel: (0251) 364 7593  - Fax: (0251) 364 7593,10.937514,107.240166
PGD Đông Hòa,"Số 12 khu 6, ấp Bàu Cá, xã Trung Hòa, Huyện Trảng Bom, Tỉnh Đồng Nai, Việt Nam",Tel: (0251) 367 9956  - Fax: (0251) 367 9962,10.968794,107.03046
PGD Hố Nai 3,"Ấp Thanh Hóa Quốc Lộ 1A, Hố Nai 3, Huyện Trảng Bom, Tỉnh Đồng Nai, Việt Nam",Tel: (0251) 888 9000  - Fax: (0251) 888 9010,10.961719,106.94507
CN Vũng Tàu,"63 Lê Hồng Phong, phường 7, Thành Phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",Tel: (0254) 395 9799  - Fax: (064) 357 6758,10.356322,107.08321
PGD Lý Thường Kiệt,"179A-181A Nam Kỳ Khởi Nghĩa, Phường 3, Thành Phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",Tel: (254) 351 3363  - Fax: (064) 351 3362,10.3509,107.08609
PGD Phước Tĩnh,"Số 10 Tổ 2 Ấp Phước Lâm, Phường Phước Tỉnh, Huyện Long Điền, Tỉnh Bà Rịa Vũng Tàu, Việt Nam",Tel: (254)3673826  - Fax: (064)3673825,10.410483,107.19522
PGD Bà Rịa,"267 Cách Mạng Tháng 8, Phường Phước Hưng, Thị xã Bà Rịa, Tỉnh Bà Rịa Vũng Tàu, Việt Nam",Tel: (254)3673826  - Fax: (064)3673825,10.495198,107.17262
PGD Châu Đức,"số 307 Hùng Vương, KP 2, Thị Trấn Ngãi Giao,  Huyện Châu Đức, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",Tel: (254) 396 1120  - Fax: (064) 396 1121,10.648453,107.245895
PGD Rạch Dừa ( Lê Hồng Phong cũ),"Số 213-215 Đường 30/04 Phường Thống Nhất, Thành Phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",Tel: (254) 357 7079  - Fax: (064) 357 7078,10.399841,107.10983
CN Tây Ninh,"440, Đường 30 tháng 4. Khu phố 1, Phường 3, TP Tây Ninh, Tỉnh Tây Ninh",Tel: (0276) 392 2484  - Fax: (0276) 392 2485,11.3190975,106.099434
PGD Tân Châu,"Số 105-107 Trần Văn Trà, thị trấn Tân Châu, Huyện Tân Châu, tỉnh Tây Ninh, Việt Nam",Tel: (0276) 3920 8968  - Fax: (0276) 373 0979,11.554409,106.161896
PGD Xa Mát,"Số 12 Nguyễn Văn Linh, thị trấn Tân Biên, Huyện Tân Biên, Tỉnh Tây Ninh, Việt Nam",Tel: (0276) 3908 768  - Fax: (0276) 388 9900,11.542656,106.00512
PGD Trảng Bàng (Gò Dầu cũ),"Số 22 Quốc lộ 22, tổ 1, khu Phố Gia Huỳnh, thị trấn Trảng Bàng, Huyện Trảng Bàng , Tỉnh Tây Ninh, Việt Nam",Tel: (0276) 390 8989,11.031954,106.36263
CN Bình Phước,"Số 672 Quốc Lộ 14, Phường Tân Phú, Thị Xã Đồng Xoài, Tỉnh Bình Phước, Việt Nam",Tel: (0271) 388 3368  - Fax: (0271) 388 3367,11.535097,106.89232
PGD Thác Mơ,"Đường Nguyễn Tất Thành (ĐT 741 cũ), KP5, phường Long Phước, Thị Xã Phước Long, Tỉnh Bình Phước, Việt Nam",Tel: (0271) 377 9009  - Fax: (0271) 375 6009,11.820846,106.96025
CN Lâm Đồng,"1/23 Trần Phú, Phường 4, Thành Phố Đà Lạt, Tỉnh Lâm  Đồng, Việt Nam",Tel: 02633 551 100  - Fax: 02633 551 105,11.93635,108.431854
PGD Đức Trọng,"Số 546 Quốc lộ 20, tổ dân Phố 29, thị trấn Liên Nghĩa, Huyện Đức Trọng, Tỉnh Lâm Đồng, Việt Nam",Tel: (0263) 3808 568  - Fax: (0263) 2460 909,11.728433,108.37057
CN Đăk Lăk,"Số 10 Trần Hưng Đạo, phường Thắng Lợi, Thành Phố Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",Tel: (0262) 382 1415  - Fax: (0262) 382 1515,12.685127,108.04949
PGD Krông Buk,"Thôn Tân Lập, xã Pơng Drang, Huyện Krông Buk, Tỉnh Đắk Lắk, Việt Nam",Tel: (0262) 372 6666  - Fax: (0262) 374 5555,12.952515,108.248024
PGD Cư Kuin,"Thôn 2, Xã Ea Ktur, Huyện Cư Kuin, Tỉnh Đắk Lắk, Việt Nam",Tel: (0262) 365 7272  - Fax: (0262) 365 7474,12.603142,108.136444
PGD Ea H'Leo,"Số 412 đường Giải Phóng,thị trấn Ea Drăng, Huyện Ea H'Leo, Tỉnh Đắk Lắk, Việt Nam",Tel: (0262) 3 908 001  - Fax: (0262) 3 527 666,13.19933,108.204956
CN Đăk Nông,"Số 354 Tôn Đức Thắng, phường Nghĩa Thành, Thị xã Gia Nghĩa, Tỉnh Đăk Nông, Việt Nam",Tel: (0261) 730 7979  - Fax: (0261) 354 6868,12.007284,107.68389
CN Gia Lai,"182 Nguyễn Tất Thành, phường Phù Đổng, TP. Pleiku , tỉnh Gia Lai, Việt Nam",Tel:  (0269) 3714 100  - Fax: (0269) 3714 105,13.97877,108.01193
PGD An Khê (Pleiku cũ),"Số 1063 Quang Trung, phường An Phú, thị xã An Khê, Tỉnh Gia Lai, Việt Nam",Tel: (0269) 390 8809  - Fax: (0269) 3857333,13.95421,108.66413
PGD Đak Đoa,"Số 297-299 Nguyễn Huệ, tổ dân Phố 3, thị trấn Đak Đoa, Huyện Đak Đoa, Tỉnh Gia Lai, Việt Nam",Tel: (0269) 390 8789  - Fax: (0269) 383 1579,13.995172,108.11467
PGD Chư Sê,"Số 807B Hùng Vương, thị trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai, Việt Nam",Tel: (0269) 730 3399  - Fax: (0269) 730 3399,13.694408,108.0772
CN Kon Tum,"556A Trần Phú, Phường Quyết Thắng, Thành Phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Tel: (0260) 391 9242  - Fax: (0260) 391 9246,14.352423,108.00631
PGD Ngọc Hồi,"Số 843 Hùng Vương, tổ dân Phố 2, thị trấn Plei Kần, Huyện Ngọc Hồi, Tỉnh Kon Tum, Việt Nam",Tel: (0260) 393 2789  - Fax: (0260) 393 2788,14.705748,107.69628
CN Bình Thuận,"119 Trần Hưng Đạo, Phường Phú Thủy, Thành Phố Phan Thiết, Tỉnh Bình Thuận, Việt Nam",Tel: (0252) 3 823 299  - Fax: (0252) 3 824 333,10.937929,108.10162
PGD Hàm Thuận Nam,"Khu Phố Lập Hòa, thị trấn Thuận Nam, huyện Hàm Thuận Nam, Tỉnh Bình Thuận, Việt Nam",Tel: (0252) 3908 398  - Fax: (0252) 3612 929,10.840733,107.86187
PGD Đức Linh,"Số 15A đường ĐT 766, thôn 4, xã Đức Hạnh, Huyện Đức Linh, Tỉnh Bình Thuận, Việt Nam",,11.134243,107.50062
CN Nha Trang,"Toà nhà Ariyana Smart Condotel, 18 Trần Hưng Đạo, Phường Lộc Thọ, Thành Phố Nha Trang, Tỉnh Khánh Hòa, Việt Nam",Tel: (0258) 390 8909  - Fax: (0258) 381 7399,12.245432,109.19483
PGD Chợ Mới,"22 Đường 23/10, Phường Ngọc Hiệp, Thành Phố Nha Trang, Tỉnh Khánh Hòa, Việt Nam",Tel: (0258)3908969  - Fax: (0258)3817399,12.25028,109.17984
PGD Cam Ranh,"Số 109 Đại lộ Hùng Vương (Quốc lộ 1A), phường Cam Lợi, Thành Phố Cam Ranh, tỉnh Khánh Hòa, Việt Nam",Tel: (0258) 3 956 707  - Fax: (0258) 3 956 808,11.91696,109.14322
PGD Trung Tâm,"Số 100 Hoàng Văn Thụ, Phường Vạn Thắng, Thành Phố Nha Trang, Tỉnh Khánh Hòa, Việt Nam",Tel: (0258) 3818 315  - Fax: (0258)3818 312,12.250949,109.1881
CN Phú Yên,"Số 355-357 Nguyễn Huệ, phường 5, thành phố Tuy Hòa, tỉnh Phú Yên",Tel: (0257) 379 7888  - Fax: (0257) 381 2281,13.093897,109.31146
CN Bình Định,"89 - 91 Mai Xuân Thưởng, Thành Phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",Tel: (0256) 3 816 345  - Fax: (0256) 3 816 367,13.775487,109.22316
PGD An Nhơn,"Số  146-148 Ngô Gia Tự, phường Bình Định, Thị Xã An Nhơn, Tỉnh Bình Định, Việt Nam",Tel: (0256) 3908 588  - Fax: (0256)3635 588,13.888818,109.11621
PGD Tây Sơn (Diêu Trì cũ),"Số 2B Nguyễn Huệ, thị trấn Phú Phong, Huyện Tây Sơn, Tỉnh Bình Định, Việt Nam",Tel: (0256) 3880 399  - Fax: (0256) 3880 599,13.907127,108.922775
PGD Bồng Sơn,"Số 221-223 Quang Trung, Thị trấn Bồng Sơn, Huyện Hoài Nhơn, Tỉnh Bình Định, Việt Nam",Tel: (0256) 3909 666  - Fax: (0256) 3561 966,14.434827,109.01763
CN Quảng Ngãi,"219- 221 Quang Trung, Phường Lê Hồng Phong, Thành Phố Quảng Ngải, Tỉnh Quảng Ngãi, Việt Nam",Tel: (0255) 373 3368  - Fax: (0255) 373 3369,15.127721,108.80228
PGD Đức Phổ,"Số 310 Nguyễn Nghiêm, Thị trấn Đức Phổ, Huyện Đức Phổ, Tỉnh Quảng Ngãi, Việt Nam",Tel: (0255) 390 8588  - Fax: (0255) 378 9555,14.816408,108.9536
CN Quảng Nam,"244 Lý Thường Kiệt, Phường Sơn Phong, Thành Phố Hội An, Tỉnh Quảng Nam, Việt Nam",Tel: (0235) 393 0930  - Fax: (0235) 393 0990,15.882842,108.330376
PGD Tam Kỳ,"Số 237-239 Phan Châu Trinh, phường Phước Hòa, Thành Phố Tam Kỳ, Tỉnh Quảng Nam, Việt Nam",Tel: (0235) 380 9999  - Fax: (0235) 383 0840,15.568544,108.48945
CN Đà Nẵng,"191 Lê Lợi, Phường Hải Châu 1, Quận Hải Châu, Thành Phố Đà Nẵng, Việt Nam",Tel: (0236)3664777  - Fax: (0236) 366 4778,16.068361,108.21543
PGD Lê Duẩn,"185 Đống Đa, P.Thạch Thang, Quận Hải Châu, Thành Phố Đà Nẵng, Việt Nam",Tel: (0236) 390 8585  - Fax: (0236) 375 2767,16.077097,108.21634
PGD Hải Châu,"Lô 500A Điện Biên Phủ,Phường Hoà Khê, Quận Thanh Khê, Thành Phố Đà Nẵng, Việt Nam",Tel: (0236) 372 0962  - Fax: (0236) 372 0960,16.067665,108.22016
PGD Hòa Cường,"376 Núi Thành, P.Hòa Cường, Quận Hải Châu, Thành Phố Đà Nẵng, Việt Nam",Tel: (0236) 625 4666  - Fax: (0236) 625 4656,16.039503,108.22189
PGD Nguyễn Văn Linh,"150-152 Nguyễn Văn Linh, Quận Thanh Khê, Thành Phố Đà Nẵng, Việt Nam",Tel: (0236) 625 2666  - Fax: (0236) 625 2656,16.06039,108.212616
CN Huế,"41-43 Bến Nghé, Phường Phú Hộ, Thành Phố Huế, Thành Phố Huế, Việt Nam",Tel: 0234 3 933 399  - Fax: 0234 3 823 388,16.465778,107.59459
PGD Bắc Sông Hương,"Số 81 đường Mai Thúc Loan, Phường Thuận Thành, Thành Phố Huế, Tỉnh Thừa Thiên Huế, Việt Nam",Tel: 0234 3 90 80 38  - Fax: 0234 3 58 55 79,16.47637,107.58249
PGD Hương Thủy,"Số 153 Nguyễn Tất Thành, phường Thùy Dương, Thị Xã Hương Thủy, Tỉnh Thừa Thiên Huế, Việt Nam",,16.442991,107.61782
VPĐD Khu Vực Phía Bắc,"Tầng 9 - Số 32 Trần Hưng Đạo, phường Phan Châu Trinh, Quận Hoàn Kiếm, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3944 6633   - Fax: (024) 39 448 791,21.020435,105.85474
CN Hà Nội,"302 Phố Kim Mã, Ngọc Khánh, Ba Đình, Hanoi, Vietnam",Tel: (024)37474393  - Fax: (024)37474394,21.031042,105.81787
PGD Hồng Hà,"6-8 đường Lê Văn Linh, phường Hàng Mã, Quận Hoàn Kiếm, Thành Phố Hà Nội, Việt Nam (tầng 1 & tầng 2)",Tel: (024) 3209 8868  - Fax: (024) 3932 8864,21.037584,105.845856
PGD Hai Bà Trưng,"183 Bà Triệu, phường Lê Đại Hành, Quận Hai Bà Trưng, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3976 5524   - Fax: (024) 3976 5520,21.012236,105.84919
PGD Đống Đa,"Căn nhà liền kề LK11A-01, Khu đo thị mới Mỗ Lao, phường Mộ Lao, quận Hà Đông",Tel: (024) 3513 2344  - Fax: (024) 3513 2346,20.983124,105.78185
PGD Linh Đàm,"BT1 ô số 07 khu nhà ở Bắc Linh Đàm-Nguyễn Hữu Thọ, Phường Đại Kim, Quận Hoàng Mai, Thành Phố Hà Nội, Việt Nam",Tel: (024) 35 401 006   - Fax: (024) 35 401 005,20.966661,105.82603
PGD Hoàng Văn Thái,"142 Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Thành Phố Hà Nội",Tel: (024) 3566 7037   - Fax: (024) 3566 7040,20.996723,105.82506
PGD Hà Thành,"288 Lạc Trung, Phường Vĩnh Tuy, quận Hai Bà Trưng, thành Phố Hà Nội, Việt Nam",Tel: (024) 3987 8481   - Fax: (024) 3987 8490,21.003183,105.86734
PGD Văn Quán (Vạn Xuân cũ),"Số 54 Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Thành Phố Hà Nội, Việt Nam",Tel: (024) 32095 599   - Fax: (024) 32095 599,20.969048,105.76885
PGD Đông Đô,"T.1&T.2, số 81+83, tổ 9 (nay là tổ 4), thị trấn Đông Anh, huyện Đông Anh, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3.929.1666  - Fax: (024) 3.929.0797,21.15133,105.84496
PGD Nam Đô,"Tầng 1-2-3, căn A6+A7 Số 257 Giải phóng, phường Phương Mai, Quận Đống Đa, Thành Phố Hà Nội, Việt Nam (Địa chỉ giao dịch: 46 Phố Vọng, phường Phương Mai, Quận Đống Đa, Thành Phố Hà Nội)",Tel: (024) 3208 6869  - Fax: (024) 3.929.0797,20.99903,105.841675
PGD Kinh Đô,"Số 40 đường Kim Đồng, phường Giáp Bát, quận Hoàng Mai, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3538 0659  - Fax: (024) 3538 0657,20.983654,105.84472
PGD Thành Công,"101 và 201-C18 Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3773 8919   - Fax: (024) 3773 8917,21.016365,105.810684
PGD Thượng Đình,"Tầng 1 Tòa Nhà Nam Anh, số 68 Ngõ 116 Nhân Hòa, phường Nhân Chính,  Quận Thanh Xuân, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3551 2083    - Fax: (024) 3551 02831,21.004097,105.80711
PGD Hoàng Mai,"86 Võ Thị Sáu, Thanh Nhàn, Hai Bà Trưng, Quận Hoàn Kiếm, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3209 6768  - Fax: (024) 3640 083,21.0054,105.85486
PGD Yên Thái,"Số 392 Thụy Khuê, phường Bưởi, Quận Tây Hồ, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3759 2906  - Fax: (024) 3759 2904,21.04539,105.81385
CN Hoàn Kiếm,"32 Trần Hưng Đạo, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Thành Phố Hà Nội, Việt Nam",Tel: (024)3944 6633  - Fax: (024)39448791,21.020592,105.85228
PGD Thành Đô (Thái Thịnh cũ),"Số 20 tập thể T579C Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3562 5641  - Fax: (024) 3562 6814,21.024261,105.82688
PGD Hà Đông,"Ô số 5, lô biệt thự BT1, khu đô thị Văn Phú, Quận Hà Đông, Thành Phố Hà Nội, Việt Nam",Tel: (024) 33 553 888  - Fax: (024) 3355 2882,20.961079,105.765434
PGD Thủ Đô,"Số 690 đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Thành Phố Hà Nội, Việt Nam",Tel: (024)39448895  - Fax: (024)39448891,21.0794,105.81648
PGD Trần Hưng Đạo,"33 Tràng Thi, Phường Trần Hưng Đạo, Quận Hoàn Kiếm , Thành Phố Hà Nội, Việt Nam",Tel: (024) 3941 0177  - Fax: (024) 3941 0174,21.026817,105.84607
PGD Gia Lâm (Tràng Tiền cũ),"Số 111 đường Ngô Xuân Quảng, thị trấn Trâu Quỳ, Huyện Gia Lâm, Thành Phố Hà Nội, Việt Nam",Tel: (024) 37 475 956  - Fax: (024) 3 747 5950,21.01797,105.93701
PGD Phan Đình Phùng (Nguyễn Trường Tộ cũ),"Số 37B+37C phố Phan Đình Phùng, phường Quán Thánh, Quận Ba Đình, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3927 5448  - Fax: (024) 3927 5449,21.04061,105.843155
PGD Triều Khúc,"Thôn Triều Khúc, xã Tân Triều, Huyện Thanh Trì, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3552 8019  - Fax: (024) 3552 8044,20.979156,105.800446
PGD Lê Thanh Nghị,"Số 142 Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3627 6748  - Fax: (024) 3627 6753,20.991812,105.84429
PGD Long Biên,"Ngõ 562 Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3209 3939  - Fax: (024) 3652 7172,21.049559,105.88383
PGD Tràng An,"LKA12 Dự án khu nhà ở thấp tầng A1TT1, phường Xuân Tân, Q Bắc Từ Liêm, TP.Hà Nội",Tel: (024) 3760 6066  - Fax: (024) 3760 6065,21.037678,105.79765
PGD Nam Hà Nội,"224 Phố Ga, Thị trấn Thường Tín, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",Tel: (024) 3208 0675  - Fax: (024) 3939 3543,20.871101,105.86487
CN Ba Đình,"243A, Đê La Thành, Láng Thượng, Quận Đống Đa, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3755 5959  - Fax: (024) 3795 9219,21.027958,105.80233
PGD Tây Đô,"Số 11 đường Nguyễn Văn Huyên kéo dài, tổ 22, phương Quan Hoa, Quận Cầu Giấy , Thành Phố Hà Nội, Việt Nam",Tel: (024) 3782 5566,21.03677,105.79792
PGD Trung Hòa,"80 Trung Kính, Phường Yên  Hoà, Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",Tel: (024)62816189  - Fax: (024)62816190,21.015574,105.79268
PGD Tây Hồ,"22 Xuân La, Phường Xuân La, Quận Tây Hồ, Thành Phố Hà Nội, Việt Nam",Tel: (024)37586062  - Fax: (024)37586064,21.062447,105.80574
PGD Kim Liên (PGD Hoài Đức cũ),"Số 59 Xã Đàn, phường Phương Liên, Quận Đống Đa, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3366 1229  - Fax: (024) 3366 1228,21.011902,105.836136
PGD Tây Hà Nội,"138 Hoàng Quốc Việt, Nghĩa Tân,Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3755 5858  - Fax: (024) 3748 0978,21.046381,105.79096
PGD Cầu Giấy,"12 Trương Công Giai, Phường Dịch Vọng, Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3768 8806  - Fax: (04) 3768 8805,21.035152,105.79105
PGD Thanh Xuân,"144 Khuất Duy Tiến, Quận Thanh Xuân, Thành Phố Hà Nội, Việt Nam",Tel: (024) 62 86 2525,20.99995,105.79627
PGD Mỹ Đình 1,"Số B2-09 Khu chức năng đô thị Thành phố Xanh, phường Cầu Diễn, quận Nam Từ Liêm, Thành Phố Hà Nội, Việt Nam",Tel: (024) 2221 3978  - Fax: (024) 2221 3979,21.03084,105.76729
PGD Trung Yên,"17 Lô 14A, KĐT Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3783 5355  - Fax: (024) 3783 5354,21.01496,105.80109
PGD Mỹ Đình 2,"Lô 117 Kiểu nhà 1B khu nhà ở thấp tầng TT3, TDP Số 4 Phường Mỹ Đình 1, Quận Nam Từ Liêm, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3787 8283  - Fax: (024) 3787 8288,21.01631,105.77678
PGD Từ Liêm,"Tổ dân Phố số 8 Tu Hoàng, phường Phương Canh, Quận Nam Từ Liêm, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3 786 0012  - Fax: (024) 3 786 0017,21.053116,105.73052
CN Hùng Vương,"Số 23 Duy Tân, phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành Phố Hà Nội, Việt Nam (Một phần tầng 1&2)",Tel: (024) 6258 4179  - Fax: (024) 6258 4180,21.03133,105.78079
PGD Bắc An Khánh (Nguyễn Chí Thanh cũ),"Tầng 1-Zone A1, Tòa nhà 101 Khu chung cư, Khu đô thị Splendora, Bắc An Khánh, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3 775 9744,21.01646,105.72415
PGD Trần Duy Hưng,"Tầng 1 Tòa Nhà CT3, phường Trung Hòa,  Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",Tel: (024) 6281 4222  - Fax: (024) 6281 4230,21.014988,105.80108
PGD Hạ Đình  (Ô Chợ Dừa cũ),"Tầng 1+2, số 109 Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3209 5868  - Fax: (024) 3514 9853,20.988064,105.80633
PGD Quang Trung,"Lô T1-03, tầng 1, tòa nhà CT2, chung cư Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Thành Phố Hà Nội, Việt Nam",Tel: (024)7300 7272  - Fax: (024) 3355 4921,20.969168,105.768234
PGD Mỹ Đình,"01 Lê Đức Thọ, Phương Mai Dịch, Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3795 8848  - Fax: (024) 3795 8849,21.037458,105.77168
CN Hồ Gươm,"Số 66 Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3933 5373  - Fax: (024) 3933 5171,21.000418,105.79757
PGD Hà Huy Tâp,"Số 547 Ngô Gia Tự, Đức Giang, Quận Long Biên, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3652 6819  - Fax: (024) 3652 6820,21.065893,105.89799
PGD Vĩnh Tuy (Hàng Buồm cũ),"Số 222 Phố Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, thành phố Hà Nội, Việt Nam",Tel: (024) 7300 9979  - Fax: (024) 3926 4780,20.996191,105.87385
PGD Nguyễn Khang (Bắc Linh Đàm cũ),"Số 78 Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",Tel: 024) 6276 3542,21.022217,105.79929
PGD Yên Phụ,"Số 45 đường Âu Cơ, Phường Quảng An, quận Tây Hồ, thành phố Hà Nội, Việt Nam",Tel: (024) 3715 3547  - Fax: (024) 7300 9919,21.060556,105.83309
PGD Sài Đồng (Lạc Trung cũ),"Số 66 Sài Đồng, Phường Sài Đồng, Quận Long Biên, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3208 3355  - Fax: (024) 3987 8700,21.05544,105.86529
PGD Tương Mai (Khâm Thiên cũ),"154 phố Tân Mai, phường Tương Mai, quận Hoàng Mai, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3923 4888  - Fax: (024) 3923 4095,20.983456,105.85274
PGD Lương Định Của,"Số 02, ngõ 11+13 Lương Định Của, Phường Kim Liên, Quận Đống Đa, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3208 1199  - Fax: (024) 3576 5980,21.006388,105.83546
PGD Ngọc Thụy  (Nguyễn Lương Bằng cũ),"Số 246 Ngọc Thuỵ, Phường Ngọc Thuỵ Quận Long Biên , Thành Phố Hà Nội, Việt Nam",Tel: (024) 3209 7799,21.057213,105.86592
PGD Thái Thịnh,"61 Phố Thái Thịnh,tổ 13b, Phường Thịnh Quang, Quận Đống Đa, Thành Phố Hà Nội, Việt Nam",Tel: (024) 3538 1046  - Fax: (024) 3538 1046,21.010675,105.818054
CN Ninh Bình,"Số 67 đường Lương Văn Tụy, Phố Phúc Tân, phường Phúc Thành, Thành Phố Ninh Bình, Tỉnh Ninh Bình, Việt Nam",Tel: (0229) 390 8668,20.256447,105.96979
CN Hà Tĩnh,"Số 70 Phan Đình Phùng, Phường Bắc Hà, Thành Phố Hà Tĩnh, Tỉnh Hà Tĩnh, Việt Nam",Tel: (0239) 3686 986  - Fax: (0239) 3686 589,18.339518,105.90138
PGD Vũng Áng,"Thôn Liên Giang, Xã Kỳ Long, Huyện Kỳ Anh, Tỉnh Hà Tĩnh, Việt Nam",Tel: (0239) 3715 779  - Fax: (0239) 3715 766,18.028757,106.397835
PGD Lộc Hà,"Đường 22.12, thôn Hồng Lạc, xã Thạch Châu, Huyện Lộc Hà, Tỉnh Hà Tĩnh, Việt Nam",Tel: (0239) 3909 566  - Fax: (0239) 6269 888,18.434605,105.892044
PGD Hương Sơn,"56 Nguyễn Tuấn Thiện, khối phố 1, thị trấn Phố Châu, Huyện Hương Sơn, Tỉnh Hà Tĩnh, Việt Nam",Tel: (0239) 3909 266  - Fax: (0239) 3515 888,18.5111,105.423515
CN Nghệ An,"39 Lê Hồng Phong, phường  Hưng Bình, Thành Phố Vinh, Tỉnh Nghệ An, Việt Nam",Tel: (0238) 860 3777  - Fax: (0238) 860 1599,18.676462,105.68021
PGD Đô Lương (Hưng Phúc cũ),"Khu đô thị mới Vườn Xanh, khối 4, thị trấn Đô Lương, Tỉnh Nghệ An, Việt Nam",Tel: (0238) 354 6777  - Fax: (0238) 354 6789,18.892614,105.30864
