Name,Tag,Address,Phone,Latitude,Longitude
Công ty Foster II,ATM,"1 đường 11,KCN VSIP Bắc Ninh, huyện Từ Sơn, tỉnh Bắc Ninh",null,21.0844898,105.9785518
VPBank Quảng Trị,ATM-24/7,"38 QL9, Phường 1, thành phố Đông Hà, tỉnh Quảng Trị",null,16.817521,107.086597
Công ty DHA Bắc Ninh II,ATM,"Xã Phượng Giáo, thị trấn Thứa, huyện Lương Tài, tỉnh Bắc Ninh",null,21.0216092,106.2043232
Công ty Foster I,ATM,"1 đường 11,KCN VSIP Bắc Ninh, huyện Từ Sơn, tỉnh Bắc Ninh",null,21.0844898,105.9785518
VPBank Đông Hà,ATM-24/7,"17 Trần Hưng Đạo, Đông Hà, tỉnh Quảng Trị",null,16.8227755,107.0989306
VPBank Bắc Ninh CDM,ATM-24/7,"34 Lý Thái Tổ, thành phố Bắc Ninh, tỉnh Bắc Ninh",null,21.1735468,106.0631453
Công ty Taixin Vina,ATM,"Số 19, đường 11, KCN VSIP Bắc Ninh, xã Đại Đồng, huyện Tiên Du, tỉnh Bắc Ninh",null,21.0822382,105.9883634
VPBank Uông Bí CDM,ATM-24/7,"496 Quang Trung, phường Quang Trung, Uông Bí, Quảng Ninh",null,21.0345944,106.7695621
VPBank Bắc Ninh,ATM-24/7,"34 Lý Thái Tổ, phường Ninh Xá, thành phố Bắc Ninh, tỉnh Bắc Ninh",null,21.1735468,106.0631453
VPBank Cát Linh CDM,ATM-24/7,"24 Cát Linh, quận Ba Đình, Hà Nội",null,21.029036,105.8307637
VPBank Móng Cái,ATM-24/7,"6 Hùng Vương, TP Móng Cái, Quảng Ninh",null,21.5279757,107.9701352
VPBank Bạc Liêu CDM,ATM-24/7,"137 Trần Phú, phường 7, TP Bạc Liêu, Tỉnh Bạc Liêu",null,9.290508,105.721695
Tòa nhà V-Tower Kim Mã,ATM-24/7,"649 Kim Mã, Ngọc Khánh, Ba Đình, Hà Nội",null,21.0285464,105.8062894
VPBank Quảng Ninh CDM,CDM,"Số 12, Đường 25-4, TP Hạ Long, Quảng Ninh",null,20.9519872,107.0771494
Công ty May QT,ATM,"Xã Tân Sỏi, huyện Yên Thế, tỉnh Bắc Giang",null,21.4461953,106.169748
VPBank Hà Nam CDM,ATM-24/7,"PG1-05A,60 Biên Hòa, thành phố Phủ Lý, tỉnh Hà Nam",null,20.5431196,105.9172967
VPBank Hồng Hà CDM,ATM-24/7,"86 Nguyễn Văn Cừ, Phường Hồng Hải, TP Hạ Long, Tỉnh Quảng Ninh",null,20.9553240,107.1011630
HTX ACE WORLD Bình An,ATM-24/7,"Thôn Cát, xã Đức Giang, huyện Yên Dũng, tỉnh Bắc Giang",null,21.2139742,106.1820199
Công ty TNHH Dệt Hà Nam,ATM-24/7,"KCN Châu Sơn, phường Châu Sơn, thành phố Phủ Lý, tỉnh Hà Nam",null,20.519465,105.897588
VPBank Cẩm Phả CDM,ATM-24/7,"308 Trần Phú, phường Cẩm Thành, thành phố Cẩm Phả, tỉnh Quảng Ninh",null,21.0095538,107.2739838
Tòa nhà CT2 Cổ Nhuế CDM,ATM-24/7,"Tòa nhà CT2, Cổ Nhuế, Bắc Từ Liêm, Hà Nội",null,21.0503843,105.7849992
VPBank Lý Nhân CDM,ATM-24/7,"127 Trần Hưng Đạo, TT Vĩnh Trụ, H. Lý Nhân, Hà Nam",null,20.33362,106.01571
VPBank Quảng Ngãi CDM,ATM-24/7,444 - 446 Quang Trung - P.Nguyễn Nghiêm -TP Quảng Ngãi - Tỉnh Quảng Ngãi,null,15.121785,108.80441
ATM Lấp Vò,ATM-24/7,"QL80, Cụm CN Vàm Cống, An Thanh, Bình Thành, huyện Lấp Vò, tỉnh Đồng Tháp",null,10.3343209,105.4926278
Công ty Giầy Ngọc Hồng III,ATM-24/7,"Thôn 2, xã An Hội, huyện Bình Lục, tỉnh Hà Nam",null,20.4838794,106.0530441
VPBank Hội An CDM,ATM-24/7,"523 Hai Bà Trưng, TP Hội An,  tỉnhQuảng Nam",null,15.88325,108.325185
Chợ Nàng Hai CDM,ATM-24/7,"Thửa đất số 186, Tờ bản đồ số 22, Khóm Tân Hòa, Phường An Hòa, Thành phố Sa Đéc, Tỉnh Đồng Tháp.",null,10.313432,105.746234
VPBank An Nhơn CDM,ATM-24/7,"46 Ngô Gia Tự, phường Bình Định, thị xã An Nhơn, tỉnh Bình Định",null,13.888295,109.118690
VPBank Lạc Trung CDM,ATM-24/7,"55 Lạc Trung, Hai Bà Trưng, Hà Nội",null,21.0028645,105.8665059
Công ty Creative Source II,ATM-24/7,"Lô CN2 và VN3 diện tích 71.744,3m2 Cụm CN Minh Lãng, xã Vũ Thư, tỉnh Thái Bình",null,20.4808527,106.269079
Công ty  Giầy Ngọc Hồng II,ATM-24/7,"Thôn 2, xã An Hội, huyện Bình Lục, tỉnh Hà Nam",null,20.4838794,106.0530441
VPBank Hội An,ATM-24/7,"523 Hai Bà Trưng, TP Hội An,  tỉnh Quảng Nam",null,15.883250,108.325185
Công ty Toyoda Gosei,ATM,"Lô F, KCN Tiền Hải, xã Tây Giang, huyện Tiền Hải, tỉnh Thái Bình",null,20.3917427,106.5130080
VPBank Bình Phước CDM,ATM-24/7,"860 Phú Riềng Đỏ, phường Tân Xuân, thị xã Đồng Xoài, tỉnh Bình Phước",null,11.5314186,106.8970774
VPBank Quảng Nam,ATM-24/7,"175 + 177 Phan Chu Trinh, Tam Kỳ, tỉnh Quảng Nam",null,15.5698161,108.4892272
Công ty TNHH Thép Shengli,ATM,"KCN Cầu Nghìn, thị trấn An Bài, huyện Quỳnh Phụ, tỉnh Thái Bình",null,20.6486020,106.4262580
VPBank Lagi CDM,ATM-24/7,"153 A11-A13, Lê Lợi, thị xã La Gi, tỉnh Bình Thuận",null,10.6596854,107.7752298
VPBank Quảng Bình CDM,ATM-24/7,"108 Trần Hưng Đạo Đồng Hới, Đồng Hới, tỉnh Quảng Bình",null,17.4691662,106.6132982
Công ty Việt Thái Vitexco 5,ATM-24/7,"KM10, QL 10, xã Đông Hợp, huyện Đông Hưng, tỉnh Thái Bình",null,20.5476201,106.3562211
VPBank Đồng Tháp CDM,ATM-24/7,"171-173 Hùng Vương, Phường 2, TP Cao Lãnh, Tỉnh Đồng Tháp",null,10.4550130,105.6363970
VPBank Quảng Bình,ATM-24/7,"108 Trần Hưng Đạo Đồng Hới, Đồng Hới, tỉnh Quảng Bình",null,17.4691662,106.6132982
Công ty Comme De Game Vina,ATM-24/7,"Cụm CN Đông La, xã Đông La, huyện Đông Hưng, tỉnh Thái Bình",null,20.5639590,106.3580980
Công ty Cổ phần May Tiên Lục,ATM-24/7,"Thôn Giữa, xã Tiên Lục, huyện Lạng Giang, tỉnh Bắc Giang",null,21.395327,106.2110311
VPBank Đồng Hới,ATM-24/7,"59 Tố Hữu, Nam Lý, Đồng Hới, tỉnh Quảng Bình",null,17.4696567,106.6044611
VPBank Tây Ninh CDM,ATM-24/7,"Nhà phố thương mại (Shophouse) số PG2-35 và PG2-36 thuộc Dự án Tổ hợp Trung tâm thương mại, Khách sạn tiêu chuẩn 5 sao và nhà phố Shophouse Tây Ninh, Đường 30/4, Khu phố 1, phường 3, Tp. Tây Ninh, tỉnh Tây Ninh",null,11.3351554,106.1098854
VPBank Hiệp Hòa CDM,ATM-24/7,"80, đường 19/5, thị trấn Thắng, huyện Hiệp Hòa, tỉnh Bắc Giang",null,20.9747648,105.7876156
VPBank Bố Trạch,ATM-24/7,"366 Hùng Vương, TT Hoàn Lão, Bố Trạch,  tỉnh Quảng Bình",null,17.5808620,106.5363080
VPBank Trà Vinh CDM,ATM-24/7,"272 Nguyễn Đáng, Khóm 6, Phường 7, TP Trà Vinh, tỉnh Trà Vinh",null,9.927089,106.331902
VPBank Hiệp Hòa,ATM-24/7,"80, đường 19/5, thị trấn Thắng, huyện Hiệp Hòa, tỉnh Bắc Giang",null,20.9747648,105.7876156
VPBank Ba Đồn,ATM-24/7,"381 Quang Trung, TT Ba Đồn, tỉnh Quảng Bình",null,17.756865,106.419843
VPBank Trung Hòa Nhân Chính,ATM-24/7,"Tòa nhà 29T1, Hoàng Đạo Thúy, phường Trung Hòa, Cầu Giấy, Hà Nội",null,21.0081741,105.802853
Công ty XNK may Đại Lâm,ATM-24/7,"Thôn Dễu, xã Đại Lâm, huyện Lạng Giang, tỉnh Bắc Giang",null,21.2936111,106.2888889
VPBank Phú Yên CDM,ATM-24/7,"Số 180-182 Đại lộ Hùng Vương, Phường 7, Tuy Hòa, tỉnh Phú Yên",null,13.0922803,109.3138349
VPBank Vĩnh Phúc CDM,ATM-24/7,"01, đường Mê Linh, phường Liên Bảo, thành phố Vĩnh Yên, tỉnh Vĩnh Phúc",null,21.3136463,105.5978661
Công ty Bao Bì Đại Lục- Hố Nai 3,ATM-24/7,"Lô 4-4A Đường số 10-Khu công nghiệp Hố Nai 3,Trảng Bom, Đồng Nai",null,10.9509254,106.938686
VPBank Phú Yên,ATM-24/7,"182 Đại Lộ Hùng Vương, phường 7, TP. Tuy Hòa, tỉnh Phú Yên",null,13.0923325,109.3139763
VPBank Phúc Yên CDM,ATM-24/7,"Số 104, đường Hai Bà Trưng, phường Hùng Vương, thị Xã Phúc Yên, tỉnh Vĩnh Phú",null,21.231431,105.7083684
Công ty Deuhues CDM,ATM-24/7,"Lô F1, F2, F7, F8 - Khu Công Nghiệp Dầu Giây, Xã Bàu Hàm 2",null,10.83168,106.73023
VPBank Sông Cầu CDM,ATM-24/7,"243 đường Phạm Văn Đồng, phường Xuân Phú, thị xã Sông Cầu, tỉnh Phú Yên",null,13.452081,109.219615
VPBank Vĩnh Long CDM,ATM-24/7,"3G-3F  Hưng Đạo Vương , Phường 1, Thành phố Vĩnh Long, Tỉnh Vĩnh Long",null,10.254706,105.973046
VPBank Long Thành CDM,ATM-24/7,"A1-3 và A1-4 Khu dân cư Cầu Xéo, Chợ Long Thành, Thị trấn Long Thành, tỉnh Đồng Nai",null,10.7692743,106.953888
VPBank Phú Thọ CDM,ATM-24/7,"Số 2269, đường Hùng Vương, phường Nông Trang, thành phố Việt Trì, tỉnh Phú Thọ",null,21.326407,105.380698
VPBank Vĩnh Long,ATM-24/7,"3G-3F  Hưng Đạo Vương , Phường 1, Thành phố Vĩnh Long, Tỉnh Vĩnh Long",null,10.254706,105.973046
VPBank Long Thành,ATM-24/7,"A1-3 và A1-4 Khu dân cư Cầu Xéo, Chợ Long Thành, Thị trấn Long Thành, tỉnh Đồng Nai",null,10.7692743,106.953888
VPBank Hùng Vương PT,ATM-24/7,"1274 Hùng Vương, phường Tiên Cát, thành phố Việt Trì, tỉnh Phú Thọ",null,21.308660,105.403227
VPBank Long Khánh CDM,ATM-24/7,"151 - 153 Hùng Vương, Khu phố 1, Phường Xuân Hòa, Thành phố Long Khánh, Tỉnh Đồng Nai",null,10.926444,107.241378
VPBank Tiền Giang CDM,ATM-24/7,"1A, đường Hùng Vương, phường 1, thành phố Mỹ Tho, tỉnh Tiền Giang",null,10.356711,106.363953
Công ty Baisheng Phú Thọ,ATM-24/7,"Khu I, xã Trung Nghĩa, huyện Thanh Thủy, tỉnh Phú Thọ",null,21.169231,105.251469
Công ty May Đồng Phú Cường 2,ATM-24/7,"C1-4 Cụm Công Nghiệp Phú Cường, Xã Phú Cường, huyện Định Quán, tỉnh Đồng Nai",null,11.0845646,107.1717774
Công ty Lạc Long,ATM-24/7,"Lô Q4, đường số 8, KCN Long Hậu Mở Rộng - Xã Long Hậu- huyện Cần Giuộc- tỉnh Long An",null,10.625218,106.7199822
VPBank Quảng Nam CDM,ATM-24/7,"175 + 177 Phan Chu Trinh, Tam Kỳ,  tỉnh Quảng Nam",null,15.5698161,108.4892272
Công ty May Đồng Phú Cường,ATM-24/7,"C1-4 Cụm Công Nghiệp Phú Cường, Xã Phú Cường, huyện Định Quán, tỉnh Đồng Nai",null,11.0845646,107.1717774
VPBank Bến Lức CDM,ATM-24/7,"83 Nguyễn Hữu Thọ, huyện Bến Lức, tỉnh Long An",null,10.6387396,106.4874154
VPBank Tây Ninh,ATM-24/7,"Nhà phố thương mại (Shophouse) số PG2-35 và PG2-36 thuộc Dự án Tổ hợp Trung tâm thương mại, Khách sạn tiêu chuẩn 5 sao và nhà phố Shophouse Tây Ninh, Đường 30/4, Khu phố 1, phường 3, Tp. Tây Ninh",null,11.3351554,106.1098854
VPBank Bến Lức,ATM-24/7,"83 Nguyễn Hữu Thọ, Bến Lức, tỉnh Long An",null,10.6387396,106.4874154
May Bắc Giang - Lục Nam II,ATM-24/7,"Thị trấn Đồi Ngô, huyện Lục Nam, tỉnh Bắc Giang",null,21.3040025,106.3801368
Ecohome Phúc Lợi CDM,ATM-24/7,"Tòa nhà Ecohome Phúc Lợi, phường Phúc Lợi, quận Long Biên, Hà Nội",null,21.0406545,105.9274644
Công ty Tài Nguyên Toàn Cầu LDR,ATM-24/7,"Lô B4, B5, B6, Đường số 1, Khu công nghiệp Thuận Đạo, TT Bến Lức, huyện Bến Lức, tỉnh Long An",null,10.619549,106.490440
Công ty CP Hoàng Sơn I,ATM-24/7,"Thôn 2, xã Đức Liễu, huyện Bù Đăng, tỉnh Bình Phước",null,11.715762,107.140673
VPBank Đông Thủ Đô CDM,ATM-24/7,"Căn hộ H4- TM1, khu nhà ở xã hội B8.NXH, phường Phúc Đồng, quận Long Biên, Hà Nội",null,21.041994,105.9052262
VPBank Lào Cai CDM,ATM-24/7,"109 Hoàng Liên, phường Cốc Lếu, thành phố Lào Cai, tỉnh Lào Cai",null,22.497032,103.967880
VPBank Hố Nai,ATM-24/7,"212 đường Xa Lộ Hà Nội, Khu Phố 1, Phường Tân Biên, Thành Phố Biên Hòa, Tỉnh Đồng Nai",null,10.966386,106.886309
Trường Đại học Công nghệ Giao thông Vận tải,ATM-24/7,"54 Triều Khúc, Thanh Xuân Nam, Thanh Xuân, Hà Nội",null,20.9848308,105.7988798
VPBank Kim Tân CDM,ATM-24/7,"Ngã 6, phường Kim Tân, thành phố Lào Cai, tỉnh Lào Cai",null,22.4815787,103.9743824
VPBank Cửa Bắc CDM,ATM-24/7,"Số 70, phố Cửa Bắc, phường Trúc Bạch, quận Ba Đình, Hà Nội.",null,21.042878,105.842769
Chung cư Riverside Garden CDM,ATM-24/7,"349 Vũ Tông Phan, phường Khương Đình, quận Thanh Xuân, Hà Nội",null,20.9906119,105.8138611
VPBank Đồng Nai,ATM-24/7,"K19 Võ Thị Sáu, phường Thống Nhất, TP Biên Hòa, tỉnh Đồng Nai",null,10.9471159,106.830396
VIMICO Lào Cai,ATM-24/7,"Xã Bản Vược, huyện Bát Xát, tỉnh Lào Cai",null,22.6047296,103.832284
Coopmart Biên Hòa,ATM-24/7,"121 Quốc lộ 15, phường Tân Tiến, TP Biên Hòa, Đồng Nai",null,10.9586054,106.8341301
VPBank Văn Quán,ATM-24/7,"Tòa nhà Rainbow, Đường 19/5, phường Văn Quán, quận Hà Đông, Hà Nội",null,20.974849,105.787962
VPBank Lạng Sơn CDM,ATM-24/7,"Số 125-127 đường Lê Lợi, P VĨnh Trọng, thành phố Lạng Sơn, tỉnh Lạng Sơn",null,21.8537434,106.7634828
VPBank Đăk Nông CDM,ATM-24/7,"Số 318 Tôn Đức Thắng, Phường Nghĩa Thành, Thành phố Gia Nghĩa, Tỉnh Đắk Nông",null,12.012292,107.686428
VPBank Đà Lạt CDM,ATM-24/7,"Số 89 Phan Bội Châu, Phường 1, Đà Lạt, Lâm Đồng",null,11.9444933,108.4382570
Công ty Wooyang Vina 2,ATM-24/7,"579/1 Lê Văn Khương, P. Hiệp Thành, Q. 12, TP Hồ Chí Minh",null,10.8940407,106.6468717
VPBank Đăk Nông,ATM-24/7,"Số 318 Tôn Đức Thắng, Phường Nghĩa Thành, Thành phố Gia Nghĩa, Tỉnh Đắk Nông",null,12.012292,107.686428
VPBank Đức Trọng CDM,ATM-24/7,"1A & số 3 đường Thống Nhất, Thị trấn Liên Nghĩa, Huyện Đức Trọng, Tỉnh Lâm Đồng",null,11.736322,108.374098
VPBank Quận 11 CDM 2,ATM-24/7,"318-318A Lãnh Binh Thăng, Q11, TP Hồ Chí Minh",null,10.764722,106.648022
VPBank Đăk Lăk CDM,ATM-24/7,"35-37 Ngô Quyền, phườngTân Lợi, TP.Buôn Ma Thuột, tỉnh Đăk Lăk",null,12.6878632,108.0519607
VPBank Sở Giao Dịch CDM,ATM-24/7,"34 Hai Bà Trưng, quận Hoàn Kiếm, Hà Nội",null,21.0247064,105.8523778
VPBank Quận 11 CDM,ATM-24/7,"318-318A Lãnh Binh Thăng, Q11, TP Hồ Chí Minh",null,10.764722,106.648022
VPBank Đăk Lăk,ATM-24/7,"35-37 Ngô Quyền, P.Tân Lợi, TP.Buôn Ma Thuột, tỉnh Đăk Lăk",null,12.6878632,108.0519607
VPBank Nguyễn Hữu Huân CDM,ATM-24/7,"52 Nguyễn Hữu Huân, Hoàn Kiếm, Hà Nội",null,21.0334587,105.8544842
Tòa nhà Everich CDM,ATM-24/7,"968 Đường 3/2, quận 11, TP Hồ Chí Minh",null,10.7630574,106.6570853
VPBank Sài Gòn CDM,ATM-24/7,"129 Nguyễn Chí Thanh, Q.5, TP Hồ Chí Minh",null,10.7595753,106.6682084
VPBank Ngô Quyền CDM,CDM,"39A Ngô Quyền, phường Hàng Bài, quận Hoàn Kiếm, Hà Nội",null,21.021626,105.854158
VPBank Cà Mau CDM,ATM-24/7,"134 Nguyễn Tất Thành, phường 8, thành phố Cà Mau, tỉnh Cà Mau",null,9.1679636,105.145412
VPBank Trần Thái Tông CDM,ATM-24/7,"D5- Đường Trần Thái Tông, Hà Nội",null,21.0332222,105.7882755
Công ty Toyoda Gosei 2,ATM,"Lô F, KCN Tiền Hải, xã Tây Giang, huyện Tiền Hải, tỉnh Thái Bình",null,20.3917427,106.5130080
Công ty  Tôm Miền Nam,ATM-24/7,"Ấp Cây Trâm A, Xã Định Bình, Thành phố Cà Mau, Cà Mau",null,9.162233,105.248101
VPBank Nguyễn Văn Huyên CDM,ATM-24/7,"73 Nguyễn Văn Huyên, phường Quan Hoa, quận Cầu Giấy, Hà Nội",null,21.035627,105.797616
Công ty May Xuất Khẩu Việt Thái,ATM-24/7,"142 Quang Trung, thành phố Thái Bình, tỉnh Thái Bình",null,20.4388313,106.3260286
VPBank Hoàng Quốc Việt CDM,CDM,"184 Hoàng Quốc Việt, quận Cầu Giấy, Hà Nội",null,21.046718,105.79059
VPBank Tuy Phong CDM,ATM-24/7,"Số 65B Thống Nhất, Thị trấn Phan Rí Cửa, huyện Tuy Phong, tỉnh Bình Thuận",null,11.18095,108.562416
VPBank Kỳ Bá,ATM-24/7,"225G Đường Hai Bà Trưng, phường Kỳ Bá, thành phố Thái Bình, tỉnh Thái Bình",null,20.4473505,106.3426429
VPBank Cầu Giấy CDM,ATM-24/7,"2 Nguyễn Khánh Toàn, phường Quan Hoa, quận Cầu Giấy, Hà Nội",null,21.0370156,105.8014425
VPBank Bình Thuận CDM,ATM-24/7,"132 Trần Hưng Đạo, thành phố Phan Thiết, tỉnh Bình Thuận",null,10.9343273,108.1038835
VPBank Kỳ Bá CDM,ATM-24/7,"225G Đường Hai Bà Trưng, phường Kỳ Bá, thành phố Thái Bình, tỉnh Thái Bình",null,20.4473505,106.3426429
VPBank Ba Đình CDM,ATM-24/7,"Tầng 1 tòa nhà Việt Hải, Duy Tân, Cầu Giấy, Hà Nội",null,21.0301772,105.7860506
VPBank Bình Thuận,ATM-24/7,"132 Trần Hưng Đạo, thành phố Phan Thiết, tỉnh Bình Thuận",null,10.9343273,108.1038835
Công ty Hoàng Vũ,ATM-24/7,"Cụm CN TT Phùng, Đan Phượng, Hà Nội",null,21.0935866,105.6570377
VPBank Ba Đình,ATM-24/7,"Tầng 1 tòa nhà Việt Hải, Duy Tân, Cầu Giấy, Hà Nội",null,21.0301772,105.7860506
VPBank Đồng Nai CDM,ATM-24/7,"K19 Võ Thị Sáu, phường Thống Nhất, TP Biên Hòa, Đồng Nai",null,10.9471159,106.830396
VPBank Định Công,ATM-24/7,"55 Trần Nguyên Đán, Định Công, Hoàng Mai, Hà Nội",null,20.9862594,105.8332166
Tòa nhà Việt Á,ATM-24/7,"Tòa Nhà Việt Á, Đường Duy Tân, Cầu Giấy, Hà Nội",null,21.0306821,105.7849563
Công ty  Giầy Ngọc Hồng I,ATM-24/7,"Thôn 2, xã An Hội, huyện Bình Lục, tỉnh Hà Nam",null,20.4838794,106.0530441
Trường Thể dục Thể thao Thanh Thiếu Nhi,ATM-24/7,"KĐT Đền Lừ, Hoàng Văn Thụ, Hoàng Mai, Hà Nội",null,20.9867243,105.8583392
Lữ Đoàn 205,ATM-24/7,"22 Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội",null,21.0137863,105.8027581
VPBank Đồng Văn CDM,ATM-24/7,"185 Tổ dân phố Nguyễn Hữu Tiến, thị xã Duy Tiên, huyện Duy Tiên, tỉnh Hà Nam",null,20.6451650,105.9319200
VPBank Chương Mỹ CDM,ATM-24/7,"54 tổ 6, khu Xuân Hà, thị trấn Xuân Mai, huyện Chương Mỹ, Hà Nội",null,20.900108,105.578056
VPBank Xuân La CDM,ATM-24/7,"LKC 39 Dự án Khu nhà ở thấp tầng A1TT1 Xuân Tảo, Bắc Từ Liêm, Hà Nội",null,21.062840,105.800354
Công ty May Đức Hạnh,ATM,"Xã Trung Lương, huyện Bình Lục, tỉnh Hà Nam",null,20.476061,106.036255
VPBank Đồng Tâm,ATM-24/7,"92 Trần Đại Nghĩa, Hai Bà Trưng, Hà Nội",null,20.9982042,105.8458214
VPBank Liễu Giai CDM,ATM-24/7,"18 Liễu Giai, quận Ba Đình, Hà Nội",null,21.0346699,105.814194
VPBank Đông Hà Nội CDM,ATM-24/7,"Sảnh Thương mại tầng 1, SH-18, Tòa nhà Century Tower, số 458 Minh Khai, quận Hai Bà Trưng, Hà Nội",null,20.9964269,105.8682295
Chung cư  Sky 9 CDM,ATM-24/7,"Số 61 - 63 Liên Phường, Phường Phú Hữu, Thành phố Thủ Đức, TP Hồ Chí Minh",null,10.804141,106.7903
VPBank Đông Đô CDM,ATM-24/7,"Số 362 Phố Huế, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội.",null,21.0094004,105.8513208
VPBank Hà Nội CDM,ATM-24/7,"Số 5 Điện Biên Phủ, Phường Điện Biên, Quận Ba Đình, Tp Hà Nội",null,21.0291199,105.842426
Phòng Khám Đa Khoa KCN Tân Bình,ATM-24/7,"lô 2-6 đường Lê Trọng Tấn, phường Tây Thạnh, quận Tân Phú, TPTP Hồ Chí Minh",null,10.8105596,106.6126059
VPBank Đông Đô,ATM-24/7,"362 Phố Huế, Lê Đại Hành, Q.Hai Bà Trưng, Hà Nội",null,21.0094004,105.8513208
UBND xã Ngọc Vân,ATM-24/7,"Xã Ngọc Vân, huyện Tân Yên, tỉnh Bắc Giang",null,21.3535833,106.0463837
VPBank Tân Phú CDM 2,ATM-24/7,"595-597 Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, TP HCM",null,10.7786575,106.6351009
Công ty Vận tải Hà Nội,ATM-24/7,"32 Nguyễn Công Trứ, Hai Bà Trưng, Hà Nội",null,21.013819,105.853025
Công ty Thời trang VERT,ATM,"Kim Tràng, xã Tân Lập, huyện Tân Yên, tỉnh Bắc Giang",null,21.336463,106.1434031
VPBank Tân Phú CDM,CDM,"595-597 Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, TP HCM",null,10.7786575,106.6351009
ATM Số 01 Lương Yên,ATM-24/7,"01 Lương Yên, Bạch Đằng, Hai Bà Trưng, Hà Nội",null,21.0115096,105.8628623
Bệnh viện Phục hồi Chức năng Bắc Giang,ATM-24/7,"Khu 284, xã Quế Nham, huyện Tân Yên, tỉnh Bắc Giang",null,21.313576,106.159815
VPBank Văn Quán CDM,ATM-24/7,"Tòa nhà Rainbow, Đường 19/5, phường Văn Quán, quận Hà Đông, Hà Nội",null,20.974849,105.787962
Chung cư RichStar CDM,ATM-24/7,"239-241 Hòa Bình, quận Tân Phú, TP Hồ Chí Minh",null,10.7726904,106.6236066
Công ty TNHH BT FASHION,ATM,"Thôn Đông, thị trấn Bích Động, huyện Việt Yên, tỉnh Bắc Giang",null,21.2783512,106.1051705
VPBank Đông Ba CDM,ATM-24/7,"179 Trần Hưng Đạo, Phú Hòa, TP Huế, tỉnh Thừa Thiên Huế",null,16.4716229,107.5872375
Bệnh viện Quận 7,ATM-24/7,"101 Nguyễn Thị Thập, P. Tân Phú, Q7, TP Hồ Chí Minh",null,10.7373066,106.7241827
Tòa nhà Ecohome2 I,ATM-24/7,"Đường Tân Xuân, Đông Ngạc, Bắc Từ Liêm, Hà Nội",null,21.086098,105.7859551
VPBank Hoài Đức CDM,ATM-24/7,"Số 23-24 Lô 38, KĐT GELEXIMCO, xã An Khánh, huyện Hoài Đức, Hà Nội",null,21.003119,105.732798
VPBank Tân Bình CDM,ATM-24/7,"307E Nguyễn Văn Trổi, Q.Tân Bình, TP Hồ Chí Minh",null,10.798948,106.669507
May Bắc Giang - Lục Nam I,ATM-24/7,"Thị trấn Đồi Ngô, huyện Lục Nam, tỉnh Bắc Giang",null,21.3040025,106.3801368
VPBank Bến Ngự CDM,ATM-24/7,"66 Trần Thúc Nhẫn, phường VĨnh Ninh, TP Huế, tỉnh Thừa Thiên Huế",null,16.4556359,107.58356
VPBank Phạm Văn Hai CDM,ATM-24/7,"77-79-85/1B Phạm Văn Hai, P3, Q.Tân Bình, TP Hồ Chí Minh",null,10.794346,106.662349
Công ty may Hàn Việt,ATM-24/7,"Thị trấn Bảo Sơn, huyện Lục Nam, tỉnh Bắc Giang",null,21.3596764,106.3300036
VPBank Thanh Hóa CDM,ATM-24/7,"Lô 05+06, đường Phan Chu Trinh, phường Điện Biên, thành phố Thanh Hoá, tỉnh Thanh Hóa",null,19.8121966,105.775556
Trường THCN chế tạo máy,ATM-24/7,"131 Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội",null,20.9971763,105.8153849
Xí nghiệp May Lạng Giang II,ATM-24/7,"Thôn Bằng, xã Nghĩa Hòa, huyện Lạng Giang, tỉnh Bắc Giang",null,21.4316047,106.2399585
VPBank Thanh Hóa,ATM-24/7,"Lô 05+06, đường Phan Chu Trinh, phường Điện Biên, thành phố Thanh Hoá, tỉnh Thanh Hóa",null,19.8121966,105.775556
VPBank Hà Thành CDM,CDM,"Toà nhà R6, số 72A Nguyễn Trãi, phường Thượng Đình, quận Thanh Xuân, Hà Nội",null,21.0009207,105.8160354
Xí Nghiệp may Lạng Giang I,ATM-24/7,"Thôn Bằng, xã Nghĩa Hòa, huyện Lạng Giang, tỉnh Bắc Giang",null,21.4316047,106.2399585
VPBank Nguyễn Trãi CDM,ATM-24/7,"Số 232+234+236 Đường Nguyễn Trãi, phường Tân Sơn, tỉnh Thanh Hóa",null,19.8037502,105.7713036
VPBank Lê Trọng Tấn CDM,ATM-24/7,"56 Lê Trọng Tấn, Q.Thanh Xuân, Hà Nội",null,20.9995614,105.8278542
VPBank Lạng Giang CDM,ATM-24/7,"Lô SH2, số 16-17-18-19, Khu Đô Thị mới Phía Tây, Thị trấn Vôi, Huyện Lạng Giang, Tỉnh Bắc Giang",null,21.35483,106.25886
VPBank Lam Sơn,ATM-24/7,"253 Trần Phú, P.Ba Đình, TP.Thanh Hóa, tỉnh Thanh Hóa",null,19.801645,105.776477
VPBank Lê Thanh Nghị,ATM-24/7,"215 Lê Thanh Nghị, phường Bùi Thị Xuân, TP Hải Dương",null,20.9320894,106.3287112
VPBank Thủ Đô CDM,ATM-24/7,"34B Trần Phú, phường Điện Biên, quận Ba Đình, Hà Nội",null,21.030236,105.843341
